addr_full,brand,brand_wikidata,city,country,email,extras,housenumber,lat,lon,name,opening_hours,phone,postcode,ref,state,store_url,street,website
"KOSSUTH U. 11-13., TISZAVASVÁRI, Magyarország, 4440",COOP,,TISZAVASVÁRI,Magyarország,,{'@spider': 'coop_dac'},,47.956272,21.3583138,DOBOGÓ ABC,,,4440,1006344,,https://coop.hu/uzlet/1006344,,https://coop.hu/
"KOSSUTH U. 37., TÓFALU, Magyarország, 3354",COOP,,TÓFALU,Magyarország,,{'@spider': 'coop_dac'},,47.775374,20.2370711,7. SZ. COOP MINI,,,3354,1032691,,https://coop.hu/uzlet/1032691,,https://coop.hu/
"KÚTVÖLGY TÉR 20., TÖK, Magyarország, 2073",COOP,,TÖK,Magyarország,,{'@spider': 'coop_dac'},,47.5668931,18.7318246,COOP FORRÁS CSEMEGE,,,2073,1001502,,https://coop.hu/uzlet/1001502,,https://coop.hu/
"KOSSUTH TÉR 3., TOKAJ, Magyarország, 3910",COOP,,TOKAJ,Magyarország,,{'@spider': 'coop_dac'},,48.1260055,21.4084318,140.SZ. COOP ABC,,,3910,1018723,,https://coop.hu/uzlet/1018723,,https://coop.hu/
"KOSSUTH LAJOS U. 2., TOKOD, Magyarország, 2531",COOP,,TOKOD,Magyarország,,{'@spider': 'coop_dac'},,47.7193622,18.6540081,HUNI JOKER CSEMEGE 8,,,2531,1008677,,https://coop.hu/uzlet/1008677,,https://coop.hu/
"KÖZTÁRSASÁG U. 5., TOKOD, Magyarország, 2531",COOP,,TOKOD,Magyarország,,{'@spider': 'coop_dac'},,47.7224529,18.6587752,383.SZ. COOP ABC TOKOD,,,2531,1041838,,https://coop.hu/uzlet/1041838,,https://coop.hu/
"KOSSUTH U. 109., TÖMÖRKÉNY, Magyarország, 6646",COOP,,TÖMÖRKÉNY,Magyarország,,{'@spider': 'coop_dac'},,46.6139645,20.0454609,53.sz. TÖMÖRKÉNY COOP ABC,,,6646,1029208,,https://coop.hu/uzlet/1029208,,https://coop.hu/
"KOSSUTH U. 14., TOMPA, Magyarország, 6422",COOP,,TOMPA,Magyarország,,{'@spider': 'coop_dac'},,46.2072519,19.534282,37. SZ. UNIVER ABC,,,6422,1018840,,https://coop.hu/uzlet/1018840,,https://coop.hu/
"KOSSUTH LAJOS U. 15., TORONY, Magyarország, 9791",COOP,,TORONY,Magyarország,,{'@spider': 'coop_dac'},,47.237304,16.5418879,212. SZ . VEGYESBOLT,,,9791,1005340,,https://coop.hu/uzlet/1005340,,https://coop.hu/
"KOSSUTH L. U. 2., TÖRTEL, Magyarország, 2747",COOP,,TÖRTEL,Magyarország,,{'@spider': 'coop_dac'},,47.1204752,19.9328971,22. SZ. COOP ABC TÖRTEL,,,2747,1000737,,https://coop.hu/uzlet/1000737,,https://coop.hu/
"KOSSUTH L. U. 165., TURA, Magyarország, 2194",COOP,,TURA,Magyarország,,{'@spider': 'coop_dac'},,47.6038778,19.6063972,301. SZ. ABC,,,2194,1004169,,https://coop.hu/uzlet/1004169,,https://coop.hu/
"KOSSUTH U.121., TUZSÉR, Magyarország, 4623",COOP,,TUZSÉR,Magyarország,,{'@spider': 'coop_dac'},,48.3430062,22.1159813,50. SZ. VEGYESB.,,,4623,1002229,,https://coop.hu/uzlet/1002229,,https://coop.hu/
"KOSSUTH U.96., ÚJLENGYEL, Magyarország, 2724",COOP,,ÚJLENGYEL,Magyarország,,{'@spider': 'coop_dac'},,47.233874,19.44701,ÉLELMISZERBOLT,,,2724,1003616,,https://coop.hu/uzlet/1003616,,https://coop.hu/
"KOSSUTH U. 61-62., ÚJPETRE, Magyarország, 7766",COOP,,ÚJPETRE,Magyarország,,{'@spider': 'coop_dac'},,45.93378,18.3633479,165 COOP MINI ÚJPETRE,,,7766,1032794,,https://coop.hu/uzlet/1032794,,https://coop.hu/
"KOSSUTH L. U. 58., ÜLLŐ, Magyarország, 2225",COOP,,ÜLLŐ,Magyarország,,{'@spider': 'coop_dac'},,47.3781911,19.3380257,COOP ABC,,,2225,1016999,,https://coop.hu/uzlet/1016999,,https://coop.hu/
"KOSSUTH LAJOS U. 19., ÚRI, Magyarország, 2244",COOP,,ÚRI,Magyarország,,{'@spider': 'coop_dac'},,47.414007,19.525616,SZEMINIMI KFT,,,2244,1032159,,https://coop.hu/uzlet/1032159,,https://coop.hu/
"KOSSUTH L. U. 2., VALKÓ, Magyarország, 2114",COOP,,VALKÓ,Magyarország,,{'@spider': 'coop_dac'},,47.5546508,19.4927054,213. SZ. ABC,,,2114,1004164,,https://coop.hu/uzlet/1004164,,https://coop.hu/
"KOSSUTH U. 17/1., VÁMOSÚJFALU, Magyarország, 3941",COOP,,VÁMOSÚJFALU,Magyarország,,{'@spider': 'coop_dac'},,48.2605007,21.4523187,174.SZ. COOP ABC,,,3941,1036806,,https://coop.hu/uzlet/1036806,,https://coop.hu/
"KOSSUTH U. 73., VÁNCSOD, Magyarország, 4119",COOP,,VÁNCSOD,Magyarország,,{'@spider': 'coop_dac'},,47.19611,21.638912,48. SZ. ÉLELMISZERBOLT,,,4119,1002707,,https://coop.hu/uzlet/1002707,,https://coop.hu/
"KOSSUTH L. UTCA 96., VÁRDOMB, Magyarország, 7146",COOP,,VÁRDOMB,Magyarország,,{'@spider': 'coop_dac'},,46.2492505,18.6965274,346.SZ. MINI ABC,,,7146,1038361,,https://coop.hu/uzlet/1038361,,https://coop.hu/
"KOSSUTH U. 45., VÁROSLŐD, Magyarország, 8445",COOP,,VÁROSLŐD,Magyarország,,{'@spider': 'coop_dac'},,47.1449405,17.651418,VÁROSLŐD ABC,,,8445,1038056,,https://coop.hu/uzlet/1038056,,https://coop.hu/
"KOSSUTH U.38., VÁSÁROSMISKE, Magyarország, 9552",COOP,,VÁSÁROSMISKE,Magyarország,,{'@spider': 'coop_dac'},,47.2082856,17.0655243,58.Sz.Vegyesbolt,,,9552,1011577,,https://coop.hu/uzlet/1011577,,https://coop.hu/
"KOSSUTH U. 49., VASEGERSZEG, Magyarország, 9661",COOP,,VASEGERSZEG,Magyarország,,{'@spider': 'coop_dac'},,47.3627551,16.9224196,7. SZ. VEGYESBOLT,,,9661,1011254,,https://coop.hu/uzlet/1011254,,https://coop.hu/
"KOSSUTH UTCA 91., VASKÚT, Magyarország, 6521",COOP,,VASKÚT,Magyarország,,{'@spider': 'coop_dac'},,46.107451,18.989264,3101. SZ. ÉLELMISZERÜZLET,,,6521,1001470,,https://coop.hu/uzlet/1001470,,https://coop.hu/
"KOSSUTH U. 27., VATTA, Magyarország, 3431",COOP,,VATTA,Magyarország,,{'@spider': 'coop_dac'},,47.9211883,20.7416683,215. SZ. COOP ABC,,,3431,1019686,,https://coop.hu/uzlet/1019686,,https://coop.hu/
"KOSSUTH U. 1., VÉMÉND, Magyarország, 7726",COOP,,VÉMÉND,Magyarország,,{'@spider': 'coop_dac'},,46.156806,18.61668,156 COOP MINI VÉMÉND,,,7726,1004445,,https://coop.hu/uzlet/1004445,,https://coop.hu/
"KOSSUTH LAJOS U. 56., VÉRTESKETHELY, Magyarország, 2859",COOP,,VÉRTESKETHELY,Magyarország,,{'@spider': 'coop_dac'},,47.4859045,18.0805972,321. SZ. COOP MINI,,,2859,1044075,,https://coop.hu/uzlet/1044075,,https://coop.hu/
"KISKŐRÖSI U.12., VESZPRÉM, Magyarország, 8200",COOP,,VESZPRÉM,Magyarország,,{'@spider': 'coop_dac'},,47.0902399,17.9014322,282 COOP ABC VESZRPÉM,,,8200,1037604,,https://coop.hu/uzlet/1037604,,https://coop.hu/
"KOSSUTH L. U.41., VÉSZTŐ, Magyarország, 5530",COOP,,VÉSZTŐ,Magyarország,,{'@spider': 'coop_dac'},,46.9244546,21.2628502,525.SZ. COOP ABC,,,5530,1039350,,https://coop.hu/uzlet/1039350,,https://coop.hu/
"KOSSUTH U. 63., VÖNÖCK, Magyarország, 9516",COOP,,VÖNÖCK,Magyarország,,{'@spider': 'coop_dac'},,47.3147479,17.1575741,76. SZ. VEGYESBOLT,,,9516,1006321,,https://coop.hu/uzlet/1006321,,https://coop.hu/
"KOSSUTH U. 40., VONYARCVASHEGY, Magyarország, 8314",COOP,,VONYARCVASHEGY,Magyarország,,{'@spider': 'coop_dac'},,46.758068,17.3166109,5. SZ. BALATON ABC,,,8314,1003113,,https://coop.hu/uzlet/1003113,,https://coop.hu/
"KÖRMENDI ÚT 21., ZALAEGERSZEG, Magyarország, 8900",COOP,,ZALAEGERSZEG,Magyarország,,{'@spider': 'coop_dac'},,46.8628297,16.8005077,122 COOP MINI ZALAEGERSZEG,,,8900,1038132,,https://coop.hu/uzlet/1038132,,https://coop.hu/
"KOSSUTH L. U. 24., ZALAEGERSZEG, Magyarország, 8900",COOP,,ZALAEGERSZEG,Magyarország,,{'@spider': 'coop_dac'},,46.8407169,16.8459732,114 COOP SZUPER ZALAEGERSZEG,,,8900,1003679,,https://coop.hu/uzlet/1003679,,https://coop.hu/
"KOVÁCS KÁROLY TÉR 2., ZALAEGERSZEG, Magyarország, 8900",COOP,,ZALAEGERSZEG,Magyarország,,{'@spider': 'coop_dac'},,46.843597,16.84781,207 COOP SZUPER ZALAEGERSZEG,,,8900,1027904,,https://coop.hu/uzlet/1027904,,https://coop.hu/
"KÖZTÁRSASÁG U. 85/A., ZALAEGERSZEG, Magyarország, 8900",COOP,,ZALAEGERSZEG,Magyarország,,{'@spider': 'coop_dac'},,46.8254534,16.8293107,245 COOP SZUPER ZALAEGERSZEG,,,8900,1029666,,https://coop.hu/uzlet/1029666,,https://coop.hu/
"KÖZTÁRSASÁG ÚT 61., ZALAEGERSZEG, Magyarország, 8900",COOP,,ZALAEGERSZEG,Magyarország,,{'@spider': 'coop_dac'},,46.8289493,16.8340219,15. SZ. HARMADIK FORRÁS-COOP,,,8900,1006611,,https://coop.hu/uzlet/1006611,,https://coop.hu/
"KISFALUDY U. 7., ZALAGYÖMÖRŐ, Magyarország, 8349",COOP,,ZALAGYÖMÖRŐ,Magyarország,,{'@spider': 'coop_dac'},,47.0168404,17.2260034,37. SZ. ABC,,,8349,1004134,,https://coop.hu/uzlet/1004134,,https://coop.hu/
"KOSSUTH U. 6., ZALALÖVŐ, Magyarország, 8999",COOP,,ZALALÖVŐ,Magyarország,,{'@spider': 'coop_dac'},,46.8464828,16.5876868,20. SZ. FORRÁS ZALALÖVŐ,,,8999,1006465,,https://coop.hu/uzlet/1006465,,https://coop.hu/
"KOSSUTH L. U. 42., ZALASZEGVÁR, Magyarország, 8476",COOP,,ZALASZEGVÁR,Magyarország,,{'@spider': 'coop_dac'},,47.0978422,17.2243874,67. SZ. MINI COOP,,,8476,1025935,,https://coop.hu/uzlet/1025935,,https://coop.hu/
"KOSSUTH U. 17., ZALASZENTLÁSZLÓ, Magyarország, 8788",COOP,,ZALASZENTLÁSZLÓ,Magyarország,,{'@spider': 'coop_dac'},,47.0139536,17.2888913,259 COOP MINI ZALASZENTLÁSZLÓ,,,8788,1036392,,https://coop.hu/uzlet/1036392,,https://coop.hu/
"KOSSUTH ÚT, ZÁMOLY, Magyarország, 8081",COOP,,ZÁMOLY,Magyarország,,{'@spider': 'coop_dac'},,47.3193358,18.4133996,196 COOP ABC ZÁMOLY,,,8081,1036490,,https://coop.hu/uzlet/1036490,,https://coop.hu/
"KOSSUTH U. 46., ZIMÁNY, Magyarország, 7471",COOP,,ZIMÁNY,Magyarország,,{'@spider': 'coop_dac'},,46.4242158,17.9109691,33. SZ. ABC,,,7471,1003744,,https://coop.hu/uzlet/1003744,,https://coop.hu/
"KOSSUTH U.2., ZIRC, Magyarország, 8420",COOP,,ZIRC,Magyarország,,{'@spider': 'coop_dac'},,47.2615079,17.8745624,288 COOP SZUPER ZIRC,,,8420,1037610,,https://coop.hu/uzlet/1037610,,https://coop.hu/
"KOSSUTH LAJOS U. 2., ZSÁMBOK, Magyarország, 2116",COOP,,ZSÁMBOK,Magyarország,,{'@spider': 'coop_dac'},,47.5412915,19.6086697,202. SZ. ABC,,,2116,1004162,,https://coop.hu/uzlet/1004162,,https://coop.hu/
"RÁKÓCZI FERENC U. 154-156., LÁBATLAN, Magyarország, 2541",COOP,,LÁBATLAN,Magyarország,,{'@spider': 'coop_dac'},,47.7501915,18.485058,377.SZ.COOP SZUPER LÁBATLAN,,,2541,1041827,,https://coop.hu/uzlet/1041827,,https://coop.hu/
"PETŐFI U. 6., LAD, Magyarország, 7535",COOP,,LAD,Magyarország,,{'@spider': 'coop_dac'},,46.1404959,17.6453296,348.SZ. BOLT,,,7535,1044916,,https://coop.hu/uzlet/1044916,,https://coop.hu/
"SZABADSÁG TÉR 8-9., LAJOSMIZSE, Magyarország, 6050",COOP,,LAJOSMIZSE,Magyarország,,{'@spider': 'coop_dac'},,47.0260943,19.5601153,601.SZ.SZUPERMARKET,,,6050,1039031,,https://coop.hu/uzlet/1039031,,https://coop.hu/
"SZÉCHENYI KRT. 74/C., LAKITELEK, Magyarország, 6065",COOP,,LAKITELEK,Magyarország,,{'@spider': 'coop_dac'},,46.8715604,19.996323,47. SZ. PIACI ABC,,,6065,1001909,,https://coop.hu/uzlet/1001909,,https://coop.hu/
"PETŐFI U. 5., LAKÓCSA, Magyarország, 7918",COOP,,LAKÓCSA,Magyarország,,{'@spider': 'coop_dac'},,45.896284,17.691738,341. SZ. BOLT,,,7918,1044901,,https://coop.hu/uzlet/1044901,,https://coop.hu/
"MÁTYÁS U. 2., LÁNYCSÓK, Magyarország, 7759",COOP,,LÁNYCSÓK,Magyarország,,{'@spider': 'coop_dac'},,46.005471,18.626362,158 COOP MINI LÁNYCSÓK,,,7759,1004432,,https://coop.hu/uzlet/1004432,,https://coop.hu/
"RÁKÓCZI U. 5., LENGYELTÓTI, Magyarország, 8693",COOP,,LENGYELTÓTI,Magyarország,,{'@spider': 'coop_dac'},,46.6680066,17.6437884,390.SZ.COOP ABC LENGYELTÓTI,,,8693,1046500,,https://coop.hu/uzlet/1046500,,https://coop.hu/
"RÁKÓCZI U.37., LENGYELTÓTI, Magyarország, 8693",COOP,,LENGYELTÓTI,Magyarország,,{'@spider': 'coop_dac'},,46.6715271,17.6442622,392.SZ.COOP MINI LENGYELTÓTI,,,8693,1046508,,https://coop.hu/uzlet/1046508,,https://coop.hu/
"TÁNCSICS U. 1., LEVELEK, Magyarország, 4555",COOP,,LEVELEK,Magyarország,,{'@spider': 'coop_dac'},,47.9654008,21.9854861,26. SZ. ÉLELMISZERBOLT,,,4555,1002655,,https://coop.hu/uzlet/1002655,,https://coop.hu/
"NEFELEJCS U. 3., LŐRINCI, Magyarország, 3021",COOP,,LŐRINCI,Magyarország,,{'@spider': 'coop_dac'},,47.7619948,19.6745596,18. SZ. ABC,,,3021,1030690,,https://coop.hu/uzlet/1030690,,https://coop.hu/
"SZABADSÁG U. 14, LŐRINCI, Magyarország, 3021",COOP,,LŐRINCI,Magyarország,,{'@spider': 'coop_dac'},,47.737997,19.676482,6. SZ. ABC,,,3021,1030701,,https://coop.hu/uzlet/1030701,,https://coop.hu/
"PARK TÉR 1., LOVASBERÉNY, Magyarország, 8093",COOP,,LOVASBERÉNY,Magyarország,,{'@spider': 'coop_dac'},,47.314228,18.5470841,126 COOP SZUPER LOVASBERÉNY,,,8093,1034613,,https://coop.hu/uzlet/1034613,,https://coop.hu/
"RÁKÓCZI FERENC ÚT 4., LOVASBERÉNY, Magyarország, 8093",COOP,,LOVASBERÉNY,Magyarország,,{'@spider': 'coop_dac'},,47.2982962,18.5607657,128 COOP MINI LOVASBERÉNY,,,8093,1034616,,https://coop.hu/uzlet/1034616,,https://coop.hu/
"VÁSÁR U. 47., LOVASBERÉNY, Magyarország, 8093",COOP,,LOVASBERÉNY,Magyarország,,{'@spider': 'coop_dac'},,47.3106154,18.5535944,RÓZSA BOLT,,,8093,1003666,,https://coop.hu/uzlet/1003666,,https://coop.hu/
"PETŐFI SÁNDOR UTCA 74., LÖVŐPETRI, Magyarország, 4633",COOP,,LÖVŐPETRI,Magyarország,,{'@spider': 'coop_dac'},,48.1821739,22.1986315,19. SZ. ÉLELMISZERBOLT,,,4633,1007648,,https://coop.hu/uzlet/1007648,,https://coop.hu/
"RÁKÓCZI U.58., LUDÁNYHALÁSZI, Magyarország, 3188",COOP,,LUDÁNYHALÁSZI,Magyarország,,{'@spider': 'coop_dac'},,48.135414,19.525477,44. SZ. ABC,,,3188,1002103,,https://coop.hu/uzlet/1002103,,https://coop.hu/
"LÉTAI ÚT 38., MONOSTORPÁLYI, Magyarország, 4275",COOP,,MONOSTORPÁLYI,Magyarország,,{'@spider': 'coop_dac'},,47.388466,21.773625,35.SZ.ABC ARUHÁZ,,,4275,1042636,,https://coop.hu/uzlet/1042636,,https://coop.hu/
"LENIN ÚT 1., ÖCSÖD, Magyarország, 5451",COOP,,ÖCSÖD,Magyarország,,{'@spider': 'coop_dac'},,46.8995591,20.3953479,664. SZ. COOP MINI,,,5451,1035653,,https://coop.hu/uzlet/1035653,,https://coop.hu/
"LÓRÁNTFFY U. 52., OROSHÁZA, Magyarország, 5900",COOP,,OROSHÁZA,Magyarország,,{'@spider': 'coop_dac'},,46.5677815,20.6053141,481. SZ. ABC,,,5900,1044185,,https://coop.hu/uzlet/1044185,,https://coop.hu/
"LOSONCZI UTCA 23., PILINY, Magyarország, 3135",COOP,,PILINY,Magyarország,,{'@spider': 'coop_dac'},,48.137451,19.5997838,39. SZ. ABC,,,3135,1002101,,https://coop.hu/uzlet/1002101,,https://coop.hu/
"LIGET U. 7., SZEGERDŐ, Magyarország, 8732",COOP,,SZEGERDŐ,Magyarország,,{'@spider': 'coop_dac'},,46.6334615,17.2788018,237 COOP MINI SZEGERDŐ,,,8732,1028590,,https://coop.hu/uzlet/1028590,,https://coop.hu/
"LÖVÖLDE U. 36., SZÉKESFEHÉRVÁR, Magyarország, 8000",COOP,,SZÉKESFEHÉRVÁR,Magyarország,,{'@spider': 'coop_dac'},,47.1863817,18.4251204,263.SZ. LÖVÖLDE ABC,,,8000,1000431,,https://coop.hu/uzlet/1000431,,https://coop.hu/
"LESENCE ÚT 2., TAPOLCA, Magyarország, 8300",COOP,,TAPOLCA,Magyarország,,{'@spider': 'coop_dac'},,46.880861,17.409149,COOP ABC,,,8300,1035577,,https://coop.hu/uzlet/1035577,,https://coop.hu/
"LEHEL U.63/B., TISZACSEGE, Magyarország, 4066",COOP,,TISZACSEGE,Magyarország,,{'@spider': 'coop_dac'},,47.7040855,21.0103175,106. SZ VEGYESBOLT,,,4066,1013582,,https://coop.hu/uzlet/1013582,,https://coop.hu/
"LISZT FERENC U. 4., TORMÁSLIGET, Magyarország, 9736",COOP,,TORMÁSLIGET,Magyarország,,{'@spider': 'coop_dac'},,47.4297879,16.7809991,11. SZ. ÉLELMISZER,,,9736,1003385,,https://coop.hu/uzlet/1003385,,https://coop.hu/
"LANDORHEGYI U. 25/A., ZALAEGERSZEG, Magyarország, 8900",COOP,,ZALAEGERSZEG,Magyarország,,{'@spider': 'coop_dac'},,46.836315,16.828753,208 COOP ABC ZALAEGERSZEG,,,8900,1027906,,https://coop.hu/uzlet/1027906,,https://coop.hu/
"RÁKÓCZI ÚT 2., MÁD, Magyarország, 3909",COOP,,MÁD,Magyarország,,{'@spider': 'coop_dac'},,48.190193,21.277012,86. SZ.  COOP ABC,,,3909,1005310,,https://coop.hu/uzlet/1005310,,https://coop.hu/
"SZENT ISTVÁN U. 2., MADARAS, Magyarország, 6456",COOP,,MADARAS,Magyarország,,{'@spider': 'coop_dac'},,46.0581927,19.2603351,39. SZ. ABC,,,6456,1001906,,https://coop.hu/uzlet/1001906,,https://coop.hu/
"PAKSI U. 2., MADOCSA, Magyarország, 7026",COOP,,MADOCSA,Magyarország,,{'@spider': 'coop_dac'},,46.689096,18.95738,23. SZ. COOP ABC,,,7026,1001700,,https://coop.hu/uzlet/1001700,,https://coop.hu/
"RÁKÓCZI U. 59., MAGYARGÉC, Magyarország, 3133",COOP,,MAGYARGÉC,Magyarország,,{'@spider': 'coop_dac'},,48.0831367,19.6034291,38. SZ. ABC,,,3133,1002100,,https://coop.hu/uzlet/1002100,,https://coop.hu/
"PETŐFI U. 63., MAGYARGENCS, Magyarország, 8517",COOP,,MAGYARGENCS,Magyarország,,{'@spider': 'coop_dac'},,47.3741968,17.2921872,163. SZ. VEGYESBOLT,,,8517,1020257,,https://coop.hu/uzlet/1020257,,https://coop.hu/
"SZEGEDI U. 5-7., MAKÓ, Magyarország, 6900",COOP,,MAKÓ,Magyarország,,{'@spider': 'coop_dac'},,46.2130753,20.4718668,4100. SZ. ABC,,,6900,1001644,,https://coop.hu/uzlet/1001644,,https://coop.hu/
"SZABADSÁG TÉR 11., MÁNDOK, Magyarország, 4644",COOP,,MÁNDOK,Magyarország,,{'@spider': 'coop_dac'},,48.321893,22.1878004,11. SZ. ABC,,,4644,1002223,,https://coop.hu/uzlet/1002223,,https://coop.hu/
"RÁKÓCZI U. 17., MÁRIAKÉMÉND, Magyarország, 7663",COOP,,MÁRIAKÉMÉND,Magyarország,,{'@spider': 'coop_dac'},,46.026663,18.461954,167 COOP MINI MÁRIAKÉMÉND,,,7663,1032792,,https://coop.hu/uzlet/1032792,,https://coop.hu/
"PETŐFI SÁNDOR U. 48., MÁRKÓ, Magyarország, 8441",COOP,,MÁRKÓ,Magyarország,,{'@spider': 'coop_dac'},,47.1241441,17.817446,MÁRKÓ ABC,,,8441,1043529,,https://coop.hu/uzlet/1043529,,https://coop.hu/
"MAKÓI U. 1., MAROSLELE, Magyarország, 6921",COOP,,MAROSLELE,Magyarország,,{'@spider': 'coop_dac'},,46.2674303,20.3437795,4500. SZ. ABC,,,6921,1001664,,https://coop.hu/uzlet/1001664,,https://coop.hu/
"MÁJUS 1. ÚT 5., MARTFŰ, Magyarország, 5435",COOP,,MARTFŰ,Magyarország,,{'@spider': 'coop_dac'},,47.018333,20.2800901,430. SZ. ABC,,,5435,1000638,,https://coop.hu/uzlet/1000638,,https://coop.hu/
"TÜKRÖSI U. 2., MARTONVÁSÁR, Magyarország, 2462",COOP,,MARTONVÁSÁR,Magyarország,,{'@spider': 'coop_dac'},,47.3086272,18.7823712,81/K. SZ. ÉLELMISZERBOLT,,,2462,1042035,,https://coop.hu/uzlet/1042035,,https://coop.hu/
"MÓRICZ ZS. U. 6, MÁTÉSZALKA, Magyarország, 4700",COOP,,MÁTÉSZALKA,Magyarország,,{'@spider': 'coop_dac'},,47.9590088,22.3199906,5. SZ. ABC ÁRUHÁZ,,,4700,1002052,,https://coop.hu/uzlet/1002052,,https://coop.hu/
"SZATMÁRI ÚT 50., MÁTÉSZALKA, Magyarország, 4700",COOP,,MÁTÉSZALKA,Magyarország,,{'@spider': 'coop_dac'},,47.9517427,22.3086255,4.SZ.ABC,,,4700,1012282,,https://coop.hu/uzlet/1012282,,https://coop.hu/
"ZRÍNYI J. U. 19., MÁTÉSZALKA, Magyarország, 4700",COOP,,MÁTÉSZALKA,Magyarország,,{'@spider': 'coop_dac'},,47.9575259,22.3297831,6. SZ. ABC ÁRUHÁZ,,,4700,1002059,,https://coop.hu/uzlet/1002059,,https://coop.hu/
"SZABADSÁG TÉR 6., MECSEKNÁDASD, Magyarország, 7695",COOP,,MECSEKNÁDASD,Magyarország,,{'@spider': 'coop_dac'},,46.224861,18.466861,163 COOP MINI MECSEKNÁDASD,,,7695,1032796,,https://coop.hu/uzlet/1032796,,https://coop.hu/
"SZÉCHENYI U. 39., MEDGYESBODZÁS, Magyarország, 5663",COOP,,MEDGYESBODZÁS,Magyarország,,{'@spider': 'coop_dac'},,46.5175778,20.9610916,10. SZ. MINI ABC,,,5663,1000650,,https://coop.hu/uzlet/1000650,,https://coop.hu/
"VASÚT U. 44., MEDGYESBODZÁS, Magyarország, 5664",COOP,,MEDGYESBODZÁS,Magyarország,,{'@spider': 'coop_dac'},,46.525991,20.924709,9. SZ. VEGYESBOLT,,,5664,1001773,,https://coop.hu/uzlet/1001773,,https://coop.hu/
"SPORT U. 7., MÉHTELEK, Magyarország, 4975",COOP,,MÉHTELEK,Magyarország,,{'@spider': 'coop_dac'},,47.9296853,22.8441844,68. SZ. VEGYESBOLT,,,4975,1009792,,https://coop.hu/uzlet/1009792,,https://coop.hu/
"TÓPART U. 1, MÉLYKÚT, Magyarország, 6449",COOP,,MÉLYKÚT,Magyarország,,{'@spider': 'coop_dac'},,46.213249,19.378678,12. SZ. ABC,,,6449,1001892,,https://coop.hu/uzlet/1001892,,https://coop.hu/
"VASÚT U. 3., MÉRA, Magyarország, 3871",COOP,,MÉRA,Magyarország,,{'@spider': 'coop_dac'},,48.359616,21.151882,88. SZ. ÉLELMISZERBOLT,,,3871,1002641,,https://coop.hu/uzlet/1002641,,https://coop.hu/
"VÖRÖSMARTY U. 100., MESZTEGNYŐ, Magyarország, 8716",COOP,,MESZTEGNYŐ,Magyarország,,{'@spider': 'coop_dac'},,46.5018655,17.4241201,43 SZ COOP MINI MESZTEGNYŐ,,,8716,1003906,,https://coop.hu/uzlet/1003906,,https://coop.hu/
"SZABADSÁG U.58., MEZŐCSOKONYA, Magyarország, 7434",COOP,,MEZŐCSOKONYA,Magyarország,,{'@spider': 'coop_dac'},,46.428035,17.631188,130.SZ.KISBOLT,,,7434,1003648,,https://coop.hu/uzlet/1003648,,https://coop.hu/
"ZALA GY. LTP. 7. FSZT. 1., MEZŐHEGYES, Magyarország, 5820",COOP,,MEZŐHEGYES,Magyarország,,{'@spider': 'coop_dac'},,46.3225015,20.8662898,524. SZ. COOP ABC MEZŐHEGYES,,,5820,1007740,,https://coop.hu/uzlet/1007740,,https://coop.hu/
"NAGYMIHÁLYI ÚT 23., MEZŐKERESZTES, Magyarország, 3441",COOP,,MEZŐKERESZTES,Magyarország,,{'@spider': 'coop_dac'},,47.820519,20.6841756,236. SZ. COOP MINI,,,3441,1019659,,https://coop.hu/uzlet/1019659,,https://coop.hu/
"TÁNCSICS U. 2., MEZŐKERESZTES, Magyarország, 3441",COOP,,MEZŐKERESZTES,Magyarország,,{'@spider': 'coop_dac'},,47.8306965,20.6889882,211. SZ. COOP ABC,,,3441,1019652,,https://coop.hu/uzlet/1019652,,https://coop.hu/
"TÁNCSICS U. 35/A., MEZŐKOVÁCSHÁZA, Magyarország, 5800",COOP,,MEZŐKOVÁCSHÁZA,Magyarország,,{'@spider': 'coop_dac'},,46.4134249,20.891008,463. SZ. ABC,,,5800,1044176,,https://coop.hu/uzlet/1044176,,https://coop.hu/
"MÁTYÁS KIRÁLY U. 66., MEZŐKÖVESD, Magyarország, 3400",COOP,,MEZŐKÖVESD,Magyarország,,{'@spider': 'coop_dac'},,47.8075235,20.5662654,201.SZ. COOP SZUPER,,,3400,1019650,,https://coop.hu/uzlet/1019650,,https://coop.hu/
"NAPFÜRDŐ ÚT 1/A., MEZŐKÖVESD, Magyarország, 3400",COOP,,MEZŐKÖVESD,Magyarország,,{'@spider': 'coop_dac'},,47.7957589,20.5228789,216. SZ.COOP MINI,,,3400,1019692,,https://coop.hu/uzlet/1019692,,https://coop.hu/
"SZENT ISTVÁN KIRÁLY  U. 111., MEZŐNYÁRÁD, Magyarország, 3421",COOP,,MEZŐNYÁRÁD,Magyarország,,{'@spider': 'coop_dac'},,47.85527,20.6772461,238. SZ. COOP MINI,,,3421,1019665,,https://coop.hu/uzlet/1019665,,https://coop.hu/
"SZENT ISTVÁN KIRÁLY U. 80., MEZŐNYÁRÁD, Magyarország, 3421",COOP,,MEZŐNYÁRÁD,Magyarország,,{'@spider': 'coop_dac'},,47.863866,20.678742,212. COOP ABC,,,3421,1019667,,https://coop.hu/uzlet/1019667,,https://coop.hu/
